reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.01,886
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.025,968
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.05,1044
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.1,1142
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.15,1199
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.2,1243
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.25,1288
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.3,1334
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.35,1381
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.4,1422
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.45,1457
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.5,1496
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.55,1536
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.6,1572
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.65,1621
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.7,1673
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.75,1728
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.8,1781
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.85,1847
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.9,1943
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.95,2100
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.975,2213
2026-05-02,wk inc flu hosp,0,2026-05-02,US,quantile,0.99,2310
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.01,621
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.025,685
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.05,754
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.1,840
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.15,918
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.2,977
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.25,1037
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.3,1095
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.35,1160
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.4,1209
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.45,1268
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.5,1340
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.55,1412
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.6,1489
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.65,1571
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.7,1646
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.75,1723
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.8,1784
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.85,1865
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.9,1997
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.95,2187
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.975,2410
2026-05-02,wk inc flu hosp,1,2026-05-09,US,quantile,0.99,2818
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.01,374
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.025,460
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.05,550
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.1,653
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.15,728
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.2,784
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.25,853
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.3,914
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.35,961
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.4,1031
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.45,1116
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.5,1214
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.55,1311
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.6,1417
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.65,1520
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.7,1583
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.75,1713
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.8,1807
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.85,1946
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.9,2097
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.95,2330
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.975,2579
2026-05-02,wk inc flu hosp,2,2026-05-16,US,quantile,0.99,2972
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.01,260
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.025,346
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.05,413
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.1,508
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.15,581
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.2,640
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.25,704
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.3,767
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.35,839
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.4,921
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.45,1025
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.5,1122
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.55,1250
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.6,1367
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.65,1481
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.7,1600
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.75,1711
2026-05-02,wk inc flu hosp,3,2026-05-23,US,quantile,0.8,1817
