"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.01",72.770829172248
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.025",89.3442175340644
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.05",104.557956374301
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.1",119.455323631234
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.15",133.442393499806
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.2",144.210886560346
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.25",155.330099963644
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.3",164.737230011156
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.35",174.442719806272
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.4",180.590901113174
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.45",191.372149029896
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.5",199.054314076934
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.55",209.852008965507
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.6",220.058360662909
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.65",228.09384980579
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.7",237.476959950681
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.75",245.333647224675
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.8",256.280412300821
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.85",268.125859292342
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.9",275.891961931874
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.95",285.989256665134
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.975",295.830102049823
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile","0.99",324.746940708053
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.01",45.1560544892319
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.025",58.8269579416726
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.05",71.3201375741321
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.1",91.1978515577987
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.15",111.378512514661
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.2",127.181367326864
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.25",140.935825794899
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.3",156.965602503623
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.35",171.73628797945
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.4",180.432762901729
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.45",192.843931110429
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.5",201.606537364521
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.55",214.744552642022
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.6",224.091685497661
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.65",239.080212483998
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.7",252.526070189496
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.75",262.952206999427
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.8",278.650402948053
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.85",310.0609882156
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.9",326.62711998544
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.95",344.740539761377
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.975",366.156274018945
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile","0.99",392.703196213883
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.01",25.4419045133184
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.025",36.5360177919342
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.05",49.4437524097972
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.1",72.7540038945947
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.15",93.1474337755476
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.2",110.685322566146
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.25",124.683053926654
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.3",138.308632033947
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.35",155.459074774354
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.4",161.805118796879
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.45",179.742553503899
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile","0.5",192.079435907193
