location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,59.671365620556934,2024-12-14,2024-12-14,quantile,wk inc flu hosp
02,0,0.01,1.9249364844497647,2024-12-14,2024-12-14,quantile,wk inc flu hosp
04,0,0.01,540.5919145597155,2024-12-14,2024-12-14,quantile,wk inc flu hosp
05,0,0.01,1.3376393721664868,2024-12-14,2024-12-14,quantile,wk inc flu hosp
06,0,0.01,721.4122876020233,2024-12-14,2024-12-14,quantile,wk inc flu hosp
08,0,0.01,48.73673946715045,2024-12-14,2024-12-14,quantile,wk inc flu hosp
09,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
10,0,0.01,2.289974330648245,2024-12-14,2024-12-14,quantile,wk inc flu hosp
11,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
12,0,0.01,402.07751216025366,2024-12-14,2024-12-14,quantile,wk inc flu hosp
13,0,0.01,31.416581624618573,2024-12-14,2024-12-14,quantile,wk inc flu hosp
15,0,0.01,3.891003136092425,2024-12-14,2024-12-14,quantile,wk inc flu hosp
16,0,0.01,27.443303693366055,2024-12-14,2024-12-14,quantile,wk inc flu hosp
17,0,0.01,51.24659545069733,2024-12-14,2024-12-14,quantile,wk inc flu hosp
18,0,0.01,35.88878340721707,2024-12-14,2024-12-14,quantile,wk inc flu hosp
19,0,0.01,3.0540569982720287,2024-12-14,2024-12-14,quantile,wk inc flu hosp
20,0,0.01,12.588312157063468,2024-12-14,2024-12-14,quantile,wk inc flu hosp
21,0,0.01,17.857516409643303,2024-12-14,2024-12-14,quantile,wk inc flu hosp
22,0,0.01,78.43057109819013,2024-12-14,2024-12-14,quantile,wk inc flu hosp
23,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
24,0,0.01,10.119056526335738,2024-12-14,2024-12-14,quantile,wk inc flu hosp
25,0,0.01,45.70189133395215,2024-12-14,2024-12-14,quantile,wk inc flu hosp
26,0,0.01,30.499375573001856,2024-12-14,2024-12-14,quantile,wk inc flu hosp
27,0,0.01,14.115732414769793,2024-12-14,2024-12-14,quantile,wk inc flu hosp
28,0,0.01,12.809839897386748,2024-12-14,2024-12-14,quantile,wk inc flu hosp
29,0,0.01,22.576353524233955,2024-12-14,2024-12-14,quantile,wk inc flu hosp
30,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
31,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
32,0,0.01,32.92793574139245,2024-12-14,2024-12-14,quantile,wk inc flu hosp
33,0,0.01,4.451838499240207,2024-12-14,2024-12-14,quantile,wk inc flu hosp
34,0,0.01,54.99642078555843,2024-12-14,2024-12-14,quantile,wk inc flu hosp
35,0,0.01,45.00710305237455,2024-12-14,2024-12-14,quantile,wk inc flu hosp
36,0,0.01,230.5157761488655,2024-12-14,2024-12-14,quantile,wk inc flu hosp
37,0,0.01,18.834913709795707,2024-12-14,2024-12-14,quantile,wk inc flu hosp
38,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
39,0,0.01,5.630499803924897,2024-12-14,2024-12-14,quantile,wk inc flu hosp
40,0,0.01,2.6099514661061267,2024-12-14,2024-12-14,quantile,wk inc flu hosp
41,0,0.01,42.5310053070166,2024-12-14,2024-12-14,quantile,wk inc flu hosp
42,0,0.01,102.561563857002,2024-12-14,2024-12-14,quantile,wk inc flu hosp
44,0,0.01,0.5963269883453294,2024-12-14,2024-12-14,quantile,wk inc flu hosp
45,0,0.01,16.371308209521708,2024-12-14,2024-12-14,quantile,wk inc flu hosp
46,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
47,0,0.01,51.112503368212344,2024-12-14,2024-12-14,quantile,wk inc flu hosp
48,0,0.01,346.5065870183826,2024-12-14,2024-12-14,quantile,wk inc flu hosp
49,0,0.01,24.68768738707189,2024-12-14,2024-12-14,quantile,wk inc flu hosp
50,0,0.01,0.0,2024-12-14,2024-12-14,quantile,wk inc flu hosp
